"Id","sex","age","VD02","VD03","VD04","VD05","VD06","VD07","VD08","VD09","VD10","VD11","VD12","VD14","VD15","VD16","VD17","VD18","VD19","VD20","VD21","VD22","VD23","VD24","VD25","VD26","VD27","VD28","VD29","VD30","VD31","VD33","VD34","VD35","VD36","VD38","VD39","VD40"
1146.0,1,18.0,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1
1148.0,1,61.0,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2
1150.0,1,46.0,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2
1151.0,1,53.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1152.0,1,31.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
1155.0,1,19.0,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2
1156.0,1,22.0,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2
1157.0,1,60.0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1158.0,1,55.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1159.0,1,53.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1160.0,1,30.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1161.0,1,27.0,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2
1162.0,1,52.0,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1164.0,1,28.0,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2
1165.0,1,24.0,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2
1166.0,1,42.0,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2
1168.0,1,39.0,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2
1170.0,1,59.0,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
1172.0,1,55.0,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
1173.0,1,46.0,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1174.0,1,57.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1175.0,1,36.0,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1
1176.0,1,43.0,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2
1177.0,1,48.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1178.0,1,44.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1179.0,1,50.0,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1180.0,1,39.0,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2
1181.0,1,26.0,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2
1184.0,1,48.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1187.0,1,60.0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1188.0,1,29.0,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2
1190.0,1,44.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
1191.0,1,48.0,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2
1192.0,1,50.0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1193.0,1,49.0,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
1194.0,1,57.0,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1195.0,1,63.0,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1196.0,1,61.0,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2
1198.0,1,54.0,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2
1206.0,1,51.0,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2
1207.0,1,30.0,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2
1209.0,1,53.0,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2
1212.0,1,26.0,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2
1214.0,1,20.0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
1215.0,1,36.0,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1216.0,1,23.0,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1219.0,1,59.0,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2
1221.0,1,45.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2
1222.0,1,28.0,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2
1223.0,1,48.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1224.0,1,50.0,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
1225.0,1,43.0,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2
1226.0,1,58.0,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1
1228.0,1,36.0,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2
1230.0,1,50.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1231.0,1,46.0,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2
1232.0,1,25.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
1233.0,1,21.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1234.0,1,31.0,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1
1235.0,1,56.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1236.0,1,56.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1238.0,1,41.0,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2
1239.0,1,51.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1240.0,1,63.0,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2
1241.0,1,20.0,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2
1244.0,1,22.0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1245.0,1,27.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1247.0,1,27.0,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2
1249.0,1,25.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1250.0,1,47.0,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1251.0,1,24.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
1252.0,1,27.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2
1254.0,1,23.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1256.0,1,18.0,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2
1258.0,1,65.0,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1
1262.0,1,30.0,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2
1265.0,1,48.0,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2
1266.0,1,37.0,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2
1267.0,1,39.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1270.0,1,50.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1272.0,1,29.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1273.0,1,24.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1274.0,1,35.0,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
1275.0,1,46.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1
1276.0,1,29.0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2
1277.0,1,25.0,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2
1281.0,1,18.0,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2
1282.0,1,46.0,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2
1283.0,1,50.0,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2
1285.0,1,29.0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2
1286.0,1,21.0,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2
1287.0,1,20.0,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2
1289.0,1,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
1290.0,1,34.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1291.0,1,25.0,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2
1296.0,1,24.0,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2
1297.0,1,22.0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1
1298.0,1,19.0,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2
1299.0,1,23.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300.0,1,23.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1301.0,1,22.0,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2
1302.0,1,22.0,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2
1303.0,1,22.0,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1
1304.0,1,24.0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
1305.0,1,25.0,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1
1307.0,1,29.0,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1308.0,1,23.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1309.0,1,33.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1310.0,1,60.0,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1312.0,1,37.0,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1
1313.0,1,56.0,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2
1317.0,1,48.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1318.0,1,37.0,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2
1319.0,1,57.0,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2
1320.0,1,25.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1322.0,1,29.0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1323.0,1,48.0,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2
1324.0,1,52.0,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1326.0,1,46.0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1327.0,1,51.0,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2
1332.0,1,54.0,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
1333.0,1,45.0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
1334.0,1,50.0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1335.0,1,49.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2
1336.0,1,43.0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1
1337.0,1,30.0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2
1339.0,1,39.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
1340.0,1,63.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1342.0,1,30.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
1344.0,1,42.0,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2
1345.0,1,54.0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1
1346.0,1,49.0,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1348.0,1,45.0,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2
1350.0,1,35.0,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1354.0,1,57.0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1355.0,1,45.0,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2
1357.0,1,31.0,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2
1358.0,1,43.0,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
1359.0,1,27.0,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2
1363.0,1,56.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1366.0,1,60.0,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
1367.0,1,40.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
1368.0,1,42.0,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
1369.0,1,50.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1370.0,1,39.0,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
1372.0,1,60.0,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2
1375.0,1,57.0,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1376.0,1,49.0,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2
1377.0,1,46.0,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2
1378.0,1,44.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1379.0,1,60.0,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2
1381.0,1,46.0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1382.0,1,55.0,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1383.0,1,36.0,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2
1384.0,1,35.0,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2
1385.0,1,46.0,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
1387.0,1,37.0,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2
1388.0,1,48.0,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
1389.0,1,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2
1390.0,1,42.0,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2
1391.0,1,24.0,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2
1392.0,1,59.0,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2
1394.0,1,31.0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1395.0,1,24.0,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2
1396.0,1,44.0,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1397.0,1,30.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
